record_id,airport_name,altitude_bin,aircraft_model,wildlife_number_struck_actual,effect_impact_to_flight,flight_date,effect_indicated_damage,aircraft_airline,origin_state,phase_of_flight,conditions_precipitation,conditions_sky,wildlife_species,pilot_warned_of_wildlife,total_cost,feet_above_ground
259965,RONALD REAGAN WASHINGTON NATL,> 1000 ft,A-319,1,none,2009-04-05,No damage,US AIRWAYS,DC,Descent,none,Some Cloud,Unknown bird - large,N,0,6000.0
262593,JOHN F KENNEDY INTL,< 1000 ft,A-320,1,none,2009-04-05,Caused damage,JETBLUE AIRWAYS,New York,Approach,none,No Cloud,Unknown bird - medium,N,0,10.0
263624,KENAI MUNICIPAL ARPT,< 1000 ft,BE-1900,1,none,2009-04-05,No damage,ERA AVIATION,Alaska,Approach,none,No Cloud,Unknown bird - small,N,0,800.0
260787,EPPLEY AIRFIELD,< 1000 ft,CL-RJ100/200,1,none,2009-04-06,No damage,MESABA AIRLINES,Nebraska,Take-off run,none,Some Cloud,Western meadowlark,Y,0,0.0
259632,ORLANDO SANFORD INTL AIRPORT,< 1000 ft,MD-83,1,Precautionary Landing,2009-04-06,Caused damage,ALLEGIANT AIR,Florida,Take-off run,none,Some Cloud,Bald eagle,Y,11323,0.0
260420,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-700,1,none,2009-04-07,No damage,SOUTHWEST AIRLINES,Illinois,Take-off run,none,No Cloud,Unknown bird - medium,N,0,0.0
261912,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,EMB-145,1,none,2009-04-07,No damage,EXPRESSJET CONTINENTAL EXPRS,Texas,Approach,none,No Cloud,Unknown bird - small,N,0,25.0
261911,LAMBERT-ST LOUIS INTL,< 1000 ft,EMB-135,1,none,2009-04-07,No damage,CHAUTAUQUA AIRLINES,Missouri,Landing Roll,none,Some Cloud,Unknown bird - small,Y,0,0.0
263147,TRENTON MERCER ARPT,< 1000 ft,LEARJET-45,1,none,2009-04-07,No damage,BUSINESS,New Jersey,Climb,none,Some Cloud,Unknown bird - small,Y,0,100.0
260191,NASHVILLE INTL,< 1000 ft,B-737-700,1,none,2009-04-07,No damage,SOUTHWEST AIRLINES,Tennessee,Approach,none,No Cloud,Unknown bird - small,Y,0,300.0
261128,JOHN WAYNE AIRPORT,< 1000 ft,B-737-700,1,none,2009-04-07,No damage,SOUTHWEST AIRLINES,California,Climb,none,Some Cloud,Unknown bird - small,Y,0,900.0
261127,HOUSTON-HOBBY,> 1000 ft,B-737-700,1,none,2009-04-07,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - large,Y,0,2000.0
258120,ORLANDO INTL,< 1000 ft,B-737-700,1,none,2009-04-07,No damage,SOUTHWEST AIRLINES,Florida,Take-off run,none,Some Cloud,Tree swallow,Y,0,0.0
260418,SEATTLE-TACOMA INTL,> 1000 ft,B-737-700,1,none,2009-04-07,Caused damage,SOUTHWEST AIRLINES,Washington,Descent,none,Overcast,Varied thrush,N,7379,14000.0
261978,MCCARREN INTL,> 1000 ft,A-319,1,none,2009-04-08,No damage,US AIRWAYS,Nevada,Climb,none,No Cloud,Unknown bird - small,N,0,8500.0
263544,PHOENIX SKY HARBOR,< 1000 ft,A-320,1,none,2009-04-08,No damage,JETBLUE AIRWAYS,Arizona,Approach,none,No Cloud,Unknown bird - medium,N,0,100.0
263545,GREGG COUNTY ARPT,< 1000 ft,DIAMOND 42,1,Aborted Take-off,2009-04-08,No damage,BUSINESS,Texas,Take-off run,none,No Cloud,Killdeer,N,0,0.0
261167,LOUISVILLE INTL ARPT,< 1000 ft,CL-RJ700,1,none,2009-04-08,No damage,SKYWEST AIRLINES,Kentucky,Approach,none,Some Cloud,Unknown bird - small,N,0,500.0
261976,METRO OAKLAND INTL,< 1000 ft,B-737-700,1,none,2009-04-08,No damage,SOUTHWEST AIRLINES,California,Approach,Rain,Some Cloud,Unknown bird - small,N,0,150.0
261168,ONTARIO INTL ARPT,< 1000 ft,B-737-700,1,none,2009-04-08,No damage,SOUTHWEST AIRLINES,California,Landing Roll,none,Some Cloud,Cliff swallow,Y,0,0.0
261977,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-319,1,none,2009-04-08,No damage,US AIRWAYS,Michigan,Take-off run,none,No Cloud,Snowy owl,Y,0,0.0
260610,CHICAGO O'HARE INTL ARPT,< 1000 ft,CL-RJ100/200,1,none,2009-04-09,No damage,SKYWEST AIRLINES,Illinois,Climb,none,No Cloud,Unknown bird - medium,Y,0,1000.0
258898,EPPLEY AIRFIELD,< 1000 ft,DC-9-50,1,none,2009-04-09,No damage,NORTHWEST AIRLINES,Nebraska,Landing Roll,none,Overcast,Short-eared owl,Y,0,0.0
261980,BOEING FIELD K C INT,< 1000 ft,DC-8,1,Aborted Take-off,2009-04-09,No damage,AIR TRANSPORT INTL,Washington,Take-off run,none,Overcast,Herring gull,N,0,0.0
259991,GREGG COUNTY ARPT,< 1000 ft,EMB-145,1,none,2009-04-10,No damage,AMERICAN EAGLE AIRLINES,Texas,Take-off run,none,No Cloud,Killdeer,N,0,0.0
259992,HARRISBURG INTL,< 1000 ft,DHC8 DASH 8,1,none,2009-04-10,No damage,COMMUTAIR,Pennsylvania,Approach,none,Overcast,Unknown bird - small,N,0,1000.0
261801,ATLANTA INTL,< 1000 ft,B-717-200,1,none,2009-04-10,No damage,AIRTRAN AIRWAYS,Georgia,Approach,none,Some Cloud,Unknown bird - small,N,0,200.0
261610,HOUSTON-HOBBY,< 1000 ft,B-737-700,1,none,2009-04-10,No damage,SOUTHWEST AIRLINES,Texas,Climb,none,No Cloud,Unknown bird - small,Y,0,10.0
263277,TAMPA INTL,> 1000 ft,BE-1900,1,none,2009-04-10,No damage,GULFSTREAM INTL AIRLINES,Florida,Descent,none,Some Cloud,Unknown bird - small,N,0,5000.0
263280,ABERDEEN REGIONAL AR,< 1000 ft,SAAB-340,1,none,2009-04-10,No damage,MESABA AIRLINES,South Dakota,Landing Roll,none,No Cloud,Cooper's hawk,Y,0,0.0
263281,ONTARIO INTL ARPT,< 1000 ft,B-757-200,1,none,2009-04-10,Caused damage,BUSINESS,California,Climb,none,No Cloud,Unknown bird - large,N,21083,1000.0
261151,SAN DIEGO INTL,< 1000 ft,B-737-700,1,none,2009-04-11,No damage,SOUTHWEST AIRLINES,California,Approach,none,Overcast,Unknown bird - small,N,0,200.0
260305,HOUSTON-HOBBY,> 1000 ft,B-737-700,1,none,2009-04-11,No damage,SOUTHWEST AIRLINES,Texas,Climb,none,No Cloud,Unknown bird - small,N,0,3500.0
260705,PORTLAND INTL JETPORT (ME),< 1000 ft,EMB-145,1,none,2009-04-11,No damage,FREEDOM AIRLINES,Maine,Take-off run,none,Overcast,Herring gull,Y,0,0.0
261217,ELLINGTON FIELD ARPT,< 1000 ft,C-550,1,none,2009-04-12,No damage,BUSINESS,Texas,Approach,none,Overcast,Yellow-crowned night-heron,N,0,10.0
262159,MINETA SAN JOSE INTL,> 1000 ft,B-737-700,1,none,2009-04-12,No damage,SOUTHWEST AIRLINES,California,Approach,none,Some Cloud,Unknown bird - medium,N,527,1500.0
263251,ONTARIO INTL ARPT,> 1000 ft,A-321,1,none,2009-04-12,No damage,US AIRWAYS,California,Descent,none,No Cloud,Unknown bird - small,N,0,8000.0
262158,CHICAGO MIDWAY INTL ARPT,> 1000 ft,B-737-300,1,none,2009-04-12,No damage,SOUTHWEST AIRLINES,Illinois,Approach,none,Some Cloud,Unknown bird - small,N,0,6000.0
262539,TAMPA INTL,< 1000 ft,A-321,1,none,2009-04-12,No damage,US AIRWAYS,Florida,Climb,none,Some Cloud,Unknown bird - small,N,0,100.0
270140,WASHINGTON DULLES INTL ARPT,< 1000 ft,DA-900,1,none,2009-04-13,No damage,BUSINESS,DC,Approach,none,Some Cloud,European starling,Y,0,50.0
261125,ERNEST A LOVE FIELD,> 1000 ft,C-172,1,none,2009-04-13,No damage,BUSINESS,Arizona,Approach,none,Some Cloud,Unknown bird - small,N,0,2500.0
256124,SOUTHWEST FLORIDA INTL ARPT,> 1000 ft,B-737-700,1,none,2009-04-13,No damage,SOUTHWEST AIRLINES,Florida,Climb,none,Some Cloud,Unknown bird - small,N,0,2000.0
256125,NEW ORLEANS INTL,< 1000 ft,B-737-300,1,none,2009-04-13,No damage,SOUTHWEST AIRLINES,Louisiana,Approach,none,Some Cloud,Mourning dove,Y,0,10.0
262174,DES MOINES INTL,< 1000 ft,EMB-145,1,none,2009-04-13,Caused damage,AMERICAN EAGLE AIRLINES,Iowa,Landing Roll,Rain,Overcast,Red-tailed hawk,N,0,0.0
258871,ST. PAUL DOWNTOWN ARPT,< 1000 ft,CIRRUS SR 20/22,1,none,2009-04-13,No damage,BUSINESS,Minnesota,Approach,none,Overcast,Rock pigeon,N,0,500.0
260644,OWEN ROBERTS INTL,< 1000 ft,B-737-800,1,none,2009-04-13,No damage,AMERICAN AIRLINES,California,Approach,none,Some Cloud,Unknown bird - small,N,0,150.0
263421,ESSEX COUNTY AIRPORT,< 1000 ft,CIRRUS SR 20/22,1,none,2009-04-14,No damage,BUSINESS,New Jersey,Approach,none,Overcast,Mallard,N,0,300.0
261349,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,B-737-700,1,none,2009-04-14,No damage,SOUTHWEST AIRLINES,Michigan,Take-off run,none,Overcast,Unknown bird - small,Y,0,0.0
262128,LUBBOCK INTL,> 1000 ft,B-737-700,1,none,2009-04-14,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - small,N,0,1500.0
262130,EPPLEY AIRFIELD,< 1000 ft,B-737-300,1,none,2009-04-14,No damage,SOUTHWEST AIRLINES,Nebraska,Climb,none,No Cloud,Unknown bird - small,N,0,500.0
263108,NAPLES MUNICIPAL,< 1000 ft,RKWLTRBO 690,1,Other,2009-04-14,Caused damage,BUSINESS,Florida,Approach,none,Overcast,Bald eagle,N,843,4.0
259348,LOUISVILLE INTL ARPT,< 1000 ft,A-300,1,none,2009-04-14,No damage,UPS AIRLINES,Kentucky,Approach,Rain,Overcast,Unknown bird - small,Y,0,500.0
262261,MIDLAND INTL,< 1000 ft,B-737-300,1,none,2009-04-15,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - small,N,316,800.0
259765,METRO OAKLAND INTL,< 1000 ft,B-737-500,1,none,2009-04-15,No damage,SOUTHWEST AIRLINES,California,Take-off run,none,Some Cloud,Northern harrier,Y,0,0.0
261398,EPPLEY AIRFIELD,< 1000 ft,LEARJET-45,1,none,2009-04-15,No damage,BUSINESS,Nebraska,Approach,none,Some Cloud,Short-eared owl,Y,0,100.0
263643,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-757-200,1,Engine Shut Down,2009-04-15,Caused damage,AMERICAN AIRLINES,Texas,Approach,none,Some Cloud,Double-crested cormorant,Y,53078,1000.0
264046,MELBOURNE INTL,> 1000 ft,PA-28,1,none,2009-04-15,No damage,BUSINESS,Florida,Approach,none,Some Cloud,Unknown bird - small,N,0,1560.0
260905,SACRAMENTO INTL,< 1000 ft,B-737-700,1,none,2009-04-16,No damage,SOUTHWEST AIRLINES,California,Climb,none,No Cloud,Unknown bird - small,Y,0,400.0
260904,EPPLEY AIRFIELD,< 1000 ft,CL-RJ700,1,none,2009-04-16,No damage,SKYWEST AIRLINES,Nebraska,Approach,none,Overcast,American kestrel,N,0,100.0
258940,DANE COUNTY REGIONAL ARPT-TRUAX FLD,> 1000 ft,ATR-72,1,none,2009-04-16,No damage,MOUNTAIN AIR CARGO,Wisconsin,Climb,none,No Cloud,Yellow-bellied sapsucker,N,0,11500.0
260664,ARLINGTON MUNICIPAL ARPT (TX),< 1000 ft,C-177,1,none,2009-04-16,Caused damage,BUSINESS,Washington,Climb,none,No Cloud,Unknown bird - small,N,0,800.0
262936,FRESNO YOSEMITE INTL,< 1000 ft,EMB-145,1,none,2009-04-17,No damage,AMERICAN EAGLE AIRLINES,California,Approach,none,No Cloud,Unknown bird - medium,N,0,10.0
263547,EPPLEY AIRFIELD,< 1000 ft,B-737-500,1,none,2009-04-17,No damage,SOUTHWEST AIRLINES,Nebraska,Approach,none,No Cloud,Unknown bird - medium,N,0,500.0
262069,LOS ANGELES INTL,> 1000 ft,B-737-300,1,none,2009-04-17,No damage,SOUTHWEST AIRLINES,California,Approach,none,No Cloud,Unknown bird - small,N,0,4000.0
261012,AUSTIN-BERGSTROM INTL,> 1000 ft,B-737-500,1,none,2009-04-17,No damage,SOUTHWEST AIRLINES,Texas,Climb,none,Some Cloud,Unknown bird - small,N,0,4000.0
263546,INDIANAPOLIS INTL,< 1000 ft,B-737-700,1,none,2009-04-17,No damage,SOUTHWEST AIRLINES,Indiana,Landing Roll,none,No Cloud,Unknown bird - small,N,0,0.0
260737,HOUSTON-HOBBY,> 1000 ft,B-737-300,1,none,2009-04-17,No damage,SOUTHWEST AIRLINES,Texas,Climb,none,Overcast,Unknown bird - medium,N,0,5450.0
261034,BOB HOPE ARPT,> 1000 ft,A-320,1,none,2009-04-17,No damage,JETBLUE AIRWAYS,California,Approach,none,No Cloud,Horned lark,N,0,8000.0
258949,RONALD REAGAN WASHINGTON NATL,> 1000 ft,A-319,1,none,2009-04-17,Caused damage,US AIRWAYS,DC,Approach,none,No Cloud,Unknown bird - large,N,0,2000.0
262823,NASHVILLE INTL,< 1000 ft,EMB-145,1,none,2009-04-17,Caused damage,CHAUTAUQUA AIRLINES,Tennessee,Approach,none,No Cloud,Unknown bird - medium,Y,0,500.0
259129,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,none,2009-04-18,No damage,SOUTHWEST AIRLINES,Maryland,Approach,none,No Cloud,Unknown bird - small,N,0,200.0
262502,NEWARK LIBERTY INTL ARPT,< 1000 ft,MD-82,1,none,2009-04-18,No damage,AMERICAN AIRLINES,New Jersey,Approach,none,No Cloud,European starling,Y,0,200.0
259130,NORFOLK INTL,> 1000 ft,B-737-700,1,none,2009-04-18,No damage,SOUTHWEST AIRLINES,Virginia,Approach,none,No Cloud,Unknown bird - medium,N,0,1700.0
262119,FORT WAYNE INTL,> 1000 ft,CL-RJ100/200,1,none,2009-04-18,No damage,PINNACLE,Indiana,Approach,none,No Cloud,Unknown bird - small,N,0,1300.0
263428,ATLANTA INTL,> 1000 ft,B-757-200,1,none,2009-04-18,No damage,DELTA AIR LINES,Georgia,Approach,none,No Cloud,Unknown bird - small,N,0,1800.0
263974,NEW TOKYO INTL,< 1000 ft,B-777-200,1,none,2009-04-18,No damage,AMERICAN AIRLINES,California,Landing Roll,none,Some Cloud,Unknown bird - medium,N,0,0.0
262106,PLYMOUTH MUNICIPAL ARPT (MA),< 1000 ft,C-305,1,none,2009-04-19,No damage,PRIVATELY OWNED,Massachusetts,Approach,none,No Cloud,Red-tailed hawk,N,0,200.0
263041,AUSTIN-BERGSTROM INTL,< 1000 ft,A-318,1,none,2009-04-19,No damage,FRONTIER AIRLINES,Texas,Climb,none,No Cloud,Unknown bird - small,N,0,200.0
262107,SANTIAGO CIBAO INTL,< 1000 ft,A-320,1,none,2009-04-19,No damage,JETBLUE AIRWAYS,California,Landing Roll,none,No Cloud,Unknown bird - small,N,0,0.0
260135,EPPLEY AIRFIELD,< 1000 ft,B-737-300,1,none,2009-04-19,No damage,SOUTHWEST AIRLINES,Nebraska,Approach,none,Some Cloud,Unknown bird - small,N,0,1000.0
260677,SAN DIEGO INTL,< 1000 ft,B-737-700,1,none,2009-04-19,No damage,SOUTHWEST AIRLINES,California,Approach,none,No Cloud,Unknown bird - small,Y,0,600.0
260982,BALTIMORE WASH INTL,> 1000 ft,B-737-700,1,none,2009-04-19,No damage,SOUTHWEST AIRLINES,Maryland,Approach,none,No Cloud,Unknown bird - small,N,0,4000.0
259067,PHOENIX SKY HARBOR,> 1000 ft,A-319,1,none,2009-04-19,No damage,US AIRWAYS,Arizona,Climb,none,No Cloud,Unknown bird - small,N,0,8500.0
260980,MCCARREN INTL,> 1000 ft,B-737-300,1,none,2009-04-19,No damage,SOUTHWEST AIRLINES,Nevada,Descent,none,No Cloud,Unknown bird - small,N,0,7000.0
260979,PHILADELPHIA INTL,> 1000 ft,B-737-700,1,none,2009-04-19,No damage,SOUTHWEST AIRLINES,Pennsylvania,Climb,none,No Cloud,Unknown bird - medium,Y,0,4000.0
260134,WESTCHESTER COUNTY ARPT,< 1000 ft,LEARJET-60,1,none,2009-04-19,No damage,BUSINESS,New York,Descent,none,Some Cloud,Red-tailed hawk,Y,0,20.0
261655,CHICAGO O'HARE INTL ARPT,< 1000 ft,MD-80,1,Aborted Take-off,2009-04-19,Caused damage,AMERICAN AIRLINES,Illinois,Take-off run,"Fog, Rain",Overcast,Herring gull,N,44906,0.0
261152,SAN DIEGO INTL,< 1000 ft,B-737-800,1,none,2009-04-20,No damage,CONTINENTAL AIRLINES,California,Approach,none,Some Cloud,Unknown bird - small,N,0,200.0
264039,HILO INTL ARPT,< 1000 ft,B-717-200,1,none,2009-04-20,No damage,HAWAIIAN AIR,Hawaii,Take-off run,none,No Cloud,Unknown bird - small,N,0,0.0
262905,WILL ROGERS WORLD ARPT,< 1000 ft,B-737-700,1,none,2009-04-20,No damage,SOUTHWEST AIRLINES,Oklahoma,Landing Roll,none,No Cloud,Unknown bird - small,N,211,0.0
258188,MCCARREN INTL,< 1000 ft,B-757-200,1,none,2009-04-20,No damage,OMNI AIR INTL,Nevada,Approach,none,No Cloud,Unknown bird - small,N,0,750.0
262076,PHOENIX SKY HARBOR,< 1000 ft,A-320,1,none,2009-04-20,No damage,US AIRWAYS,Arizona,Climb,none,No Cloud,Unknown bird - small,N,0,50.0
263389,PHILADELPHIA INTL,< 1000 ft,B-767-200,1,Aborted Take-off,2009-04-20,No damage,US AIRWAYS,Pennsylvania,Take-off run,none,Overcast,American kestrel,N,0,0.0
263252,NEW ORLEANS INTL,< 1000 ft,A-320,1,none,2009-04-20,No damage,UNITED AIRLINES,Louisiana,Take-off run,none,No Cloud,Unknown bird - small,Y,0,0.0
261339,BIRMINGHAM-SHUTTLESWORTH INTL,> 1000 ft,LEARJET-45,1,none,2009-04-20,No damage,BUSINESS,Alabama,Approach,none,Overcast,Unknown bird - small,N,0,1200.0
262904,PHOENIX SKY HARBOR,> 1000 ft,CL-RJ100/200,1,none,2009-04-20,No damage,SKYWEST AIRLINES,Arizona,Descent,none,Some Cloud,Unknown bird - small,N,0,9000.0
264041,ADAMS FIELD ARPT,> 1000 ft,B-737-700,1,none,2009-04-20,No damage,SOUTHWEST AIRLINES,Arkansas,Approach,none,No Cloud,Unknown bird - small,N,0,1200.0
258189,CHARLOTTESVILLE-ALBEMARLE ARPT,< 1000 ft,CL-RJ100/200,1,none,2009-04-20,No damage,PSA AIRLINES,Virginia,Landing Roll,Fog,Overcast,Bonaparte's gull,N,0,0.0
260913,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,DC-9-50,1,none,2009-04-20,No damage,NORTHWEST AIRLINES,Michigan,Landing Roll,Rain,Overcast,Savannah sparrow,Y,0,0.0
262697,TSTC WACO,< 1000 ft,DA-20 FALCON,1,Precautionary Landing,2009-04-21,No damage,BUSINESS,Texas,Climb,none,No Cloud,Turkey vulture,N,118,1000.0
262831,ORLANDO INTL,< 1000 ft,B-737-700,1,none,2009-04-21,No damage,SOUTHWEST AIRLINES,Florida,Climb,none,No Cloud,Unknown bird - medium,Y,0,1000.0
260606,SACRAMENTO INTL,< 1000 ft,B-737-700,1,none,2009-04-21,No damage,SOUTHWEST AIRLINES,California,Climb,none,No Cloud,Unknown bird - small,Y,0,50.0
263480,ADAMS FIELD ARPT,< 1000 ft,B-737-500,1,none,2009-04-21,No damage,SOUTHWEST AIRLINES,Arkansas,Approach,none,No Cloud,Unknown bird - small,Y,0,300.0
260607,AUSTIN-BERGSTROM INTL,> 1000 ft,B-737-700,1,none,2009-04-21,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - medium,Y,0,3000.0
263479,ALBUQUERQUE INTL,> 1000 ft,B-737-500,1,none,2009-04-21,No damage,SOUTHWEST AIRLINES,New Mexico,Approach,none,No Cloud,Unknown bird - medium,Y,0,9000.0
262760,PHOENIX SKY HARBOR,< 1000 ft,B-757-200,1,none,2009-04-21,No damage,UPS AIRLINES,Arizona,Approach,none,No Cloud,Killdeer,N,0,100.0
262595,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-737-800,1,none,2009-04-21,No damage,AMERICAN AIRLINES,Texas,Take-off run,none,Some Cloud,Mourning dove,Y,0,0.0
260605,PHOENIX SKY HARBOR,> 1000 ft,B-737-700,1,none,2009-04-21,No damage,SOUTHWEST AIRLINES,Arizona,Approach,none,No Cloud,Unknown bird - medium,N,0,3000.0
260037,JOHN WAYNE AIRPORT,< 1000 ft,B-737-800,1,none,2009-04-21,No damage,AMERICAN AIRLINES,California,Approach,none,No Cloud,Unknown bird - small,Y,0,500.0
263559,SKYHAVEN,> 1000 ft,C-172,1,none,2009-04-22,No damage,BUSINESS,Missouri,Descent,none,No Cloud,Red-tailed hawk,N,0,3200.0
263796,MIDLAND INTL,< 1000 ft,B-737-300,1,none,2009-04-22,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - medium,N,0,850.0
262386,GREATER PITTSBURGH,< 1000 ft,CL-RJ700,1,none,2009-04-22,No damage,MESA AIRLINES,Pennsylvania,Approach,none,Some Cloud,Unknown bird - small,N,0,400.0
263798,NASHVILLE INTL,< 1000 ft,B-737-700,1,none,2009-04-22,No damage,SOUTHWEST AIRLINES,Tennessee,Approach,none,Some Cloud,Unknown bird - medium,Y,0,500.0
263799,SAN ANTONIO INTL,< 1000 ft,B-737-300,1,none,2009-04-22,No damage,SOUTHWEST AIRLINES,Texas,Climb,none,No Cloud,Unknown bird - small,Y,0,100.0
263797,HOUSTON-HOBBY,> 1000 ft,B-737-700,1,none,2009-04-22,No damage,SOUTHWEST AIRLINES,Texas,Descent,none,No Cloud,Unknown bird - small,N,0,6000.0
260941,BURKE LAKEFRONT,< 1000 ft,BE-400 BJET,1,none,2009-04-22,No damage,BUSINESS,Ohio,Take-off run,none,No Cloud,Ring-billed gull,Y,0,0.0
261326,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,MD-83,1,none,2009-04-22,No damage,AMERICAN AIRLINES,Texas,Climb,none,No Cloud,Unknown bird - medium,Y,0,2000.0
262004,ATLANTA INTL,< 1000 ft,A-320,1,none,2009-04-23,No damage,US AIRWAYS,Georgia,Take-off run,none,Some Cloud,Unknown bird - medium,Y,0,0.0
263629,EPPLEY AIRFIELD,< 1000 ft,B-737-300,1,none,2009-04-23,No damage,SOUTHWEST AIRLINES,Nebraska,Climb,none,No Cloud,Horned lark,Y,0,75.0
263486,FORT LAUDERDALE/HOLLYWOOD INTL,> 1000 ft,B-737-300,1,none,2009-04-23,No damage,SOUTHWEST AIRLINES,Florida,Descent,none,No Cloud,Unknown bird - small,N,211,6000.0
263422,RAPID CITY REGIONAL,< 1000 ft,DHC8 DASH 8,1,none,2009-04-23,No damage,LYNX AVIATION,South Dakota,Approach,none,Some Cloud,Horned lark,N,0,75.0
262274,ATLANTIC CITY INTL,< 1000 ft,A-319,1,none,2009-04-23,No damage,SPIRIT AIRLINES,New Jersey,Climb,none,No Cloud,Eastern meadowlark,N,0,10.0
259360,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-767-300,1,none,2009-04-23,No damage,AMERICAN AIRLINES,Texas,Take-off run,none,No Cloud,Rock pigeon,Y,0,0.0
263487,BALTIMORE WASH INTL,< 1000 ft,B-737-300,1,none,2009-04-23,No damage,SOUTHWEST AIRLINES,Maryland,Approach,none,No Cloud,Unknown bird - small,Y,0,50.0
263484,SEATTLE-TACOMA INTL,< 1000 ft,B-757-200,1,none,2009-04-23,No damage,DELTA AIR LINES,Washington,Approach,Rain,Overcast,Barn owl,Y,0,50.0
263630,KANSAS CITY INTL,< 1000 ft,B-737-300,1,none,2009-04-23,No damage,SOUTHWEST AIRLINES,Missouri,Landing Roll,none,No Cloud,Mourning dove,N,0,0.0
259361,LEHIGH VALLEY INTL,< 1000 ft,C-550,1,Aborted Take-off,2009-04-23,Caused damage,BUSINESS,Pennsylvania,Take-off run,none,Some Cloud,American kestrel,N,158120,0.0
263365,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-757-200,1,none,2009-04-23,No damage,AMERICAN AIRLINES,Texas,Climb,none,No Cloud,Unknown bird - small,Y,0,50.0
263558,SKYHAVEN,> 1000 ft,PA-18 SUPER CUB,1,none,2009-04-23,No damage,BUSINESS,Missouri,Climb,none,No Cloud,Savannah sparrow,N,0,2000.0
262437,PORT COLUMBUS INTL,< 1000 ft,B-737-700,1,none,2009-04-24,No damage,SOUTHWEST AIRLINES,Ohio,Approach,none,No Cloud,Unknown bird - medium,N,0,200.0
262768,SAN FRANCISCO INTL ARPT,< 1000 ft,A-320,1,none,2009-04-24,No damage,VIRGIN AMERICA,California,Approach,none,No Cloud,Unknown bird - small,N,0,700.0
262436,HOUSTON-HOBBY,< 1000 ft,B-737-300,1,none,2009-04-24,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,Some Cloud,Unknown bird - small,N,0,400.0
262970,NASHVILLE INTL,< 1000 ft,B-737-700,1,none,2009-04-24,No damage,SOUTHWEST AIRLINES,Tennessee,Climb,none,No Cloud,Unknown bird - small,Y,0,10.0
262153,VISALIA MUNICIPAL ARPT,> 1000 ft,BE-1900,1,none,2009-04-24,No damage,GREAT LAKES AIRLINES,California,Descent,none,No Cloud,Unknown bird - small,N,0,4000.0
264638,CORPUS CHRISTI INTL ARPT,> 1000 ft,B-737-300,1,none,2009-04-24,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,Some Cloud,Unknown bird - small,N,0,5000.0
262435,VALLEY INTL,> 1000 ft,B-737-300,1,none,2009-04-24,No damage,SOUTHWEST AIRLINES,Texas,Descent,none,No Cloud,Unknown bird - medium,Y,316,7000.0
259394,PHILADELPHIA INTL,> 1000 ft,B-737-800,1,none,2009-04-24,No damage,AMERICAN AIRLINES,Pennsylvania,Approach,none,No Cloud,Unknown bird - medium,Y,0,1500.0
262439,GREATER ROCKFORD,> 1000 ft,B-757-200,1,none,2009-04-24,No damage,UPS AIRLINES,Illinois,Approach,none,Some Cloud,Unknown bird - medium,Y,0,1700.0
259395,CHARLOTTESVILLE-ALBEMARLE ARPT,> 1000 ft,C-172,1,none,2009-04-24,No damage,BUSINESS,Virginia,Descent,none,No Cloud,Unknown bird - small,Y,0,2000.0
262438,BUFFALO-NIAGARA INTL,> 1000 ft,B-737-700,1,none,2009-04-24,No damage,SOUTHWEST AIRLINES,New York,Approach,none,No Cloud,Unknown bird - small,Y,0,2500.0
264639,DENVER INTL AIRPORT,< 1000 ft,B-737-300,1,none,2009-04-24,No damage,SOUTHWEST AIRLINES,Colorado,Approach,none,No Cloud,Unknown bird - small,N,0,500.0
263296,AKRON-CANTON MUNICIPAL,< 1000 ft,A-319,1,none,2009-04-25,No damage,FRONTIER AIRLINES,Ohio,Approach,none,No Cloud,Unknown bird - small,N,0,20.0
263633,AUSTIN-BERGSTROM INTL,< 1000 ft,B-737-700,1,none,2009-04-25,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,Some Cloud,Unknown bird - small,N,0,1000.0
263635,METRO OAKLAND INTL,< 1000 ft,B-737-500,1,none,2009-04-25,No damage,SOUTHWEST AIRLINES,California,Approach,none,Some Cloud,Unknown bird - small,Y,0,400.0
262354,JOHN F KENNEDY INTL,> 1000 ft,A-320,1,none,2009-04-25,No damage,JETBLUE AIRWAYS,New York,Climb,none,No Cloud,Unknown bird - medium,N,0,2600.0
